filename,steer,throttle,brake
26121.png,0.0,0.0,0.0
26129.png,0.0,0.8500000238418579,0.0
26136.png,0.0,0.8500000238418579,0.0
26142.png,0.0,0.8500000238418579,0.0
26149.png,0.0,0.8500000238418579,0.0
26156.png,0.0,0.8500000238418579,0.0
26163.png,0.0,0.8500000238418579,0.0
26169.png,0.0,0.8500000238418579,0.0
26176.png,0.0,0.8500000238418579,0.0
26183.png,0.0,0.8500000238418579,0.0
26190.png,0.0,0.8500000238418579,0.0
26196.png,0.0,0.8500000238418579,0.0
26203.png,0.0,0.8500000238418579,0.0
26210.png,0.0,0.8500000238418579,0.0
26216.png,0.0,0.8500000238418579,0.0
26223.png,0.0,0.8500000238418579,0.0
26230.png,0.0,0.8500000238418579,0.0
26236.png,0.0,0.8500000238418579,0.0
26243.png,0.0,0.8500000238418579,0.0
26250.png,0.0,0.8500000238418579,0.0
26256.png,0.0,0.8500000238418579,0.0
26263.png,0.0,0.8500000238418579,0.0
26270.png,0.0,0.8500000238418579,0.0
26277.png,0.0,0.8500000238418579,0.0
26283.png,0.0,0.8500000238418579,0.0
26290.png,0.0,0.8500000238418579,0.0
26297.png,0.0,0.8500000238418579,0.0
26304.png,0.0023080497048795223,0.8500000238418579,0.0
26311.png,0.0,0.8500000238418579,0.0
26318.png,0.0,0.2048443704843521,0.0
26325.png,0.0,0.0,0.19694481790065765
26332.png,0.0,0.0,0.03279638662934303
26339.png,0.0,0.21193020045757294,0.0
26345.png,-0.001505754655227065,0.3668227195739746,0.0
26352.png,0.0017583203734830022,0.4046589732170105,0.0
26359.png,0.0,0.3288554251194,0.0
26366.png,0.0,0.22097545862197876,0.0
26373.png,0.0,0.15327878296375275,0.0
26380.png,-0.0023080497048795223,0.0,1.0
26387.png,0.0,0.0,1.0
26394.png,0.0,0.0,1.0
26400.png,0.0,0.0,1.0
26407.png,0.0,0.0,1.0
26414.png,0.0,0.0,1.0
26421.png,0.0,0.0,1.0
26428.png,0.0,0.0,1.0
26435.png,0.0,0.0,1.0
26442.png,0.0,0.0,1.0
26449.png,0.0,0.0,1.0
26456.png,0.0,0.0,1.0
26463.png,0.0,0.0,1.0
26470.png,0.0,0.0,1.0
26476.png,0.0,0.0,1.0
26483.png,0.0,0.0,1.0
26490.png,0.0,0.0,1.0
26497.png,0.0,0.0,1.0
26504.png,0.0,0.0,1.0
26511.png,0.0,0.0,1.0
26517.png,0.0,0.0,1.0
26524.png,0.0,0.0,1.0
26531.png,0.0,0.0,1.0
26537.png,0.0,0.0,1.0
26544.png,0.0,0.0,1.0
26551.png,0.0,0.0,1.0
26558.png,0.0,0.0,1.0
26565.png,0.0,0.0,1.0
26572.png,0.0,0.0,1.0
26579.png,0.0,0.0,1.0
26586.png,0.0,0.0,1.0
26592.png,0.0,0.0,1.0
26599.png,0.0,0.0,1.0
26606.png,0.0,0.0,1.0
26613.png,0.0,0.0,1.0
26620.png,0.0,0.0,1.0
26626.png,0.0,0.0,1.0
26633.png,0.0,0.0,1.0
26640.png,0.0,0.0,1.0
26647.png,0.0,0.0,1.0
26654.png,0.0,0.0,1.0
26661.png,0.0,0.0,1.0
26667.png,0.0,0.0,1.0
26674.png,0.0,0.0,1.0
26681.png,0.0,0.0,1.0
26688.png,0.0,0.0,1.0
26695.png,0.0,0.0,1.0
26702.png,0.0,0.0,1.0
26709.png,0.0,0.0,1.0
26715.png,0.0,0.0,1.0
26722.png,0.0,0.0,1.0
26729.png,0.0,0.0,1.0
26736.png,0.0,0.0,1.0
26743.png,0.0,0.0,1.0
26749.png,0.0,0.0,1.0
26756.png,0.0,0.0,1.0
26763.png,0.0,0.0,1.0
26770.png,0.0,0.0,1.0
26777.png,0.0,0.0,1.0
26784.png,0.0,0.0,1.0
26790.png,0.0,0.0,1.0
26797.png,0.0,0.0,1.0
26804.png,0.0,0.0,1.0
26811.png,0.0,0.0,1.0
26818.png,0.0,0.0,1.0
26824.png,0.0,0.0,1.0
26831.png,0.0,0.0,1.0
26838.png,0.0,0.0,1.0
26845.png,0.0,0.0,1.0
26851.png,0.0,0.0,1.0
26858.png,0.0,0.0,1.0
26865.png,0.0,0.0,1.0
26872.png,0.0,0.8500000238418579,0.0
