filename,steer,throttle,brake
53760.png,0.0,0.0,0.0
53786.png,0.0,0.8500000238418579,0.0
53822.png,0.0,0.8500000238418579,0.0
53857.png,0.0,0.8500000238418579,0.0
53892.png,0.0,0.8500000238418579,0.0
53925.png,0.0,0.8500000238418579,0.0
53957.png,0.0,0.8500000238418579,0.0
53988.png,0.0,0.8500000238418579,0.0
54019.png,0.0,0.8500000238418579,0.0
54048.png,0.0,0.8500000238418579,0.0
54077.png,0.0,0.8500000238418579,0.0
54107.png,0.0,0.8500000238418579,0.0
54136.png,0.0,0.8500000238418579,0.0
54164.png,0.0,0.8500000238418579,0.0
54193.png,0.0,0.8500000238418579,0.0
54222.png,0.0,0.8500000238418579,0.0
54250.png,0.0,0.8500000238418579,0.0
54278.png,0.0,0.8500000238418579,0.0
54306.png,0.0,0.8500000238418579,0.0
54335.png,0.0,0.8500000238418579,0.0
54364.png,0.0,0.8500000238418579,0.0
54393.png,0.0,0.8500000238418579,0.0
54422.png,0.0,0.8500000238418579,0.0
54450.png,0.0,0.8500000238418579,0.0
54478.png,0.0,0.8500000238418579,0.0
54506.png,-0.0017583203734830022,0.8500000238418579,0.0
54528.png,0.0,0.8500000238418579,0.0
54547.png,-0.0023080497048795223,0.8500000238418579,0.0
54565.png,0.0,0.8500000238418579,0.0
54585.png,0.0,0.11045771837234497,0.0
54606.png,0.0,0.0,0.03907877579331398
54628.png,0.0,0.17005465924739838,0.0
54651.png,0.0,0.38555458188056946,0.0
54672.png,0.0,0.44690603017807007,0.0
54695.png,0.0,0.406711608171463,0.0
54718.png,0.0,0.35385727882385254,0.0
54740.png,0.0,0.3393169045448303,0.0
54763.png,0.0,0.34808844327926636,0.0
54785.png,0.0,0.3643801510334015,0.0
54808.png,0.0,0.36252930760383606,0.0
54831.png,0.0,0.35788610577583313,0.0
54854.png,0.0,0.35767772793769836,0.0
54878.png,0.0,0.3581114113330841,0.0
54903.png,0.0,0.3593813180923462,0.0
54931.png,0.0,0.3164745271205902,0.0
54958.png,0.0,0.22568188607692719,0.0
54984.png,0.0,0.20496302843093872,0.0
55011.png,0.0,0.22675977647304535,0.0
55038.png,0.0,0.245963916182518,0.0
55066.png,0.0,0.2493096888065338,0.0
55095.png,0.0,0.24257497489452362,0.0
55123.png,0.0,0.23644870519638062,0.0
55152.png,0.0,0.23379239439964294,0.0
55180.png,0.0,0.23325085639953613,0.0
55208.png,0.0,0.2327042818069458,0.0
55237.png,0.0,0.2312496453523636,0.0
55265.png,0.0,0.0,1.0
55294.png,0.0,0.0,1.0
55322.png,0.0,0.0,1.0
55351.png,0.0,0.0,1.0
55379.png,0.0,0.0,1.0
55408.png,0.0,0.0,1.0
55438.png,0.0,0.0,1.0
55467.png,0.0,0.0,1.0
55496.png,0.0,0.0,1.0
55525.png,0.0,0.0,1.0
55554.png,0.0,0.0,1.0
55582.png,0.0,0.0,1.0
55611.png,0.0,0.0,1.0
55639.png,0.0,0.0,1.0
55668.png,0.0,0.0,1.0
55697.png,0.0,0.0,1.0
55725.png,0.0,0.0,1.0
55755.png,0.0,0.0,1.0
55783.png,0.0,0.0,1.0
55809.png,0.0,0.0,1.0
55836.png,0.0,0.0,1.0
55863.png,0.0,0.0,1.0
55889.png,0.0,0.0,1.0
55915.png,0.0,0.0,1.0
55939.png,0.0,0.0,1.0
55965.png,0.0,0.0,1.0
55991.png,0.0,0.0,1.0
56018.png,0.0,0.0,1.0
56045.png,0.0,0.0,1.0
56072.png,0.0,0.0,1.0
56098.png,0.0,0.0,1.0
56125.png,0.0,0.0,1.0
56152.png,0.0,0.0,1.0
56178.png,0.0,0.0,1.0
56204.png,0.0,0.0,1.0
56230.png,0.0,0.0,1.0
56257.png,0.0,0.0,1.0
56284.png,0.0,0.0,1.0
56311.png,0.0,0.0,1.0
