filename,steer,throttle,brake
5208.png,0.0,0.0,0.0
5220.png,0.0,0.8500000238418579,0.0
5232.png,0.0,0.8500000238418579,0.0
5243.png,0.0,0.8500000238418579,0.0
5255.png,0.0,0.8500000238418579,0.0
5267.png,0.0,0.8500000238418579,0.0
5279.png,0.0,0.8500000238418579,0.0
5290.png,0.0,0.8500000238418579,0.0
5302.png,0.0,0.8500000238418579,0.0
5313.png,0.0,0.8500000238418579,0.0
5325.png,0.0,0.8500000238418579,0.0
5337.png,0.0,0.8500000238418579,0.0
5349.png,0.0,0.8500000238418579,0.0
5360.png,0.0,0.8500000238418579,0.0
5372.png,0.0,0.8500000238418579,0.0
5383.png,0.0,0.8500000238418579,0.0
5395.png,0.0,0.8500000238418579,0.0
5407.png,0.0,0.8500000238418579,0.0
5418.png,0.0,0.8500000238418579,0.0
5430.png,0.0,0.8500000238418579,0.0
5442.png,0.0,0.8500000238418579,0.0
5453.png,0.0,0.8500000238418579,0.0
5465.png,0.0,0.8500000238418579,0.0
5477.png,0.0,0.8500000238418579,0.0
5488.png,0.0,0.8500000238418579,0.0
5500.png,0.0,0.8500000238418579,0.0
5512.png,0.0023080497048795223,0.8500000238418579,0.0
5523.png,0.0,0.8500000238418579,0.0
5535.png,0.0,0.8500000238418579,0.0
5547.png,0.0,0.5299814939498901,0.0
5558.png,0.0,0.1410611867904663,0.0
5570.png,0.0,0.08817341923713684,0.0
5581.png,0.0,0.2645321190357208,0.0
5593.png,0.0,0.4661511480808258,0.0
5605.png,0.0,0.5229867100715637,0.0
5617.png,0.0,0.4614410400390625,0.0
5629.png,0.0,0.3750738799571991,0.0
5640.png,0.0,0.3081546723842621,0.0
5652.png,0.0,0.31610533595085144,0.0
5664.png,0.0,0.31075164675712585,0.0
5675.png,0.0,0.4251512289047241,0.0
5687.png,0.0,0.47225090861320496,0.0
5699.png,0.0,0.3552201986312866,0.0
5711.png,0.0,0.34081196784973145,0.0
5723.png,0.0,0.3595235347747803,0.0
5734.png,0.0,0.36337390542030334,0.0
5746.png,0.0,0.2867462635040283,0.0
5758.png,0.0,0.38002073764801025,0.0
5770.png,0.0,0.45616328716278076,0.0
5782.png,0.0,0.4133438766002655,0.0
5793.png,0.0,0.4228130280971527,0.0
5805.png,0.0,0.4206523597240448,0.0
5817.png,0.0,0.3838857114315033,0.0
5829.png,0.0,0.3581063747406006,0.0
5841.png,0.0,0.3687056005001068,0.0
5853.png,0.0,0.34832969307899475,0.0
5865.png,0.0,0.3158673942089081,0.0
5876.png,0.0,0.3415401577949524,0.0
5888.png,0.0,0.2559947073459625,0.0
5900.png,0.0,0.4551076889038086,0.0
5912.png,0.0,0.29020050168037415,0.0
5924.png,-0.0023080497048795223,0.3649112582206726,0.0
5936.png,0.0,0.4271239936351776,0.0
5948.png,0.0007374508422799408,0.49934250116348267,0.0
5960.png,-0.0007774345576763153,0.4499175548553467,0.0
5971.png,-0.0007774345576763153,0.39200636744499207,0.0
5983.png,-0.0023080497048795223,0.3234183192253113,0.0
5995.png,0.0,0.3359780013561249,0.0
6007.png,-0.0023080497048795223,0.3737155795097351,0.0
6019.png,0.0,0.38430121541023254,0.0
6031.png,0.0,0.3676542043685913,0.0
6043.png,0.0,0.3892432749271393,0.0
6055.png,0.0,0.3360183835029602,0.0
6067.png,0.0,0.34351229667663574,0.0
6079.png,0.0,0.39137595891952515,0.0
6091.png,0.0,0.42761433124542236,0.0
6103.png,0.0,0.3396133780479431,0.0
6115.png,0.0,0.35836827754974365,0.0
6127.png,0.0,0.3798243999481201,0.0
6139.png,0.0,0.4036793112754822,0.0
6151.png,0.0,0.40633517503738403,0.0
6163.png,0.0,0.4035395383834839,0.0
6175.png,0.0,0.31984591484069824,0.0
6187.png,0.0,0.3069101870059967,0.0
6199.png,0.0,0.3172754645347595,0.0
6211.png,0.0,0.39826154708862305,0.0
6223.png,0.0,0.4478566348552704,0.0
6235.png,0.0,0.4101538360118866,0.0
6247.png,0.0,0.3456714153289795,0.0
6259.png,0.0,0.3419288098812103,0.0
6271.png,0.0,0.3452831208705902,0.0
6283.png,0.0,0.32037970423698425,0.0
6295.png,0.0,0.4847269654273987,0.0
6307.png,0.0,0.3883798122406006,0.0
6319.png,0.0,0.2947039008140564,0.0
6331.png,0.0,0.33787423372268677,0.0
6343.png,0.0,0.41494661569595337,0.0
6355.png,0.0,0.4098406434059143,0.0
6367.png,0.0,0.3998951315879822,0.0
6379.png,0.0,0.3828011155128479,0.0
6391.png,0.0,0.30038848519325256,0.0
6403.png,0.0,0.3604758679866791,0.0
6415.png,0.0,0.325293630361557,0.0
6427.png,0.0023080497048795223,0.39702850580215454,0.0
6439.png,0.0,0.4163663983345032,0.0
6452.png,0.0,0.40808922052383423,0.0
6464.png,0.0,0.32724228501319885,0.0
6476.png,0.0,0.32524657249450684,0.0
6488.png,0.0,0.41718313097953796,0.0
6500.png,0.0,0.4092160165309906,0.0
6512.png,0.0,0.2606286108493805,0.0
6524.png,0.0,0.42199480533599854,0.0
6536.png,0.0,0.35918501019477844,0.0
6548.png,0.0,0.40938177704811096,0.0
6560.png,0.0,0.38332900404930115,0.0
6572.png,0.0,0.4433463513851166,0.0
6584.png,0.0,0.3579450249671936,0.0
6597.png,0.0,0.4340021014213562,0.0
6609.png,0.0,0.3542204201221466,0.0
6621.png,0.0,0.3578581213951111,0.0
6633.png,0.0,0.38588622212409973,0.0
6645.png,0.0,0.3473382890224457,0.0
6657.png,0.0,0.35537922382354736,0.0
6669.png,0.0,0.32026010751724243,0.0
6682.png,0.0,0.45605161786079407,0.0
6694.png,0.0,0.41890987753868103,0.0
6706.png,0.0,0.4136834144592285,0.0
6718.png,0.0,0.4194439947605133,0.0
6730.png,0.0,0.36072155833244324,0.0
6742.png,0.0,0.3548373579978943,0.0
6755.png,0.0,0.35954251885414124,0.0
6767.png,0.0,0.4183245897293091,0.0
6779.png,0.0,0.36617812514305115,0.0
6791.png,0.0,0.3104549050331116,0.0
6803.png,0.0,0.36230334639549255,0.0
6815.png,0.0,0.3996328115463257,0.0
6828.png,0.0,0.4125867187976837,0.0
6840.png,0.0,0.3738897442817688,0.0
6852.png,0.0,0.3884798288345337,0.0
6864.png,0.0,0.31156623363494873,0.0
6876.png,0.0,0.2698558270931244,0.0
6889.png,-0.0023080497048795223,0.4734160304069519,0.0
6901.png,0.0,0.5149880647659302,0.0
6913.png,0.0,0.3442387878894806,0.0
6925.png,0.0,0.26812544465065,0.0
6937.png,0.0,0.3325508236885071,0.0
6950.png,0.0,0.3805500268936157,0.0
6962.png,0.002486640587449074,0.3016406297683716,0.0
6974.png,0.0017583203734830022,0.4257199764251709,0.0
6986.png,0.0,0.4291195571422577,0.0
6998.png,0.0,0.47354769706726074,0.0
7010.png,0.0,0.3778676390647888,0.0
7022.png,0.0005497292731888592,0.4009362459182739,0.0
7035.png,0.0017583203734830022,0.33739161491394043,0.0
7047.png,0.0,0.42679184675216675,0.0
7059.png,0.0,0.4161486327648163,0.0
7071.png,0.0,0.3393930494785309,0.0
7083.png,-0.0023080497048795223,0.3118525743484497,0.0
7095.png,0.0,0.39550071954727173,0.0
7108.png,0.0,0.41695520281791687,0.0
7120.png,0.0,0.42672884464263916,0.0
7132.png,0.0,0.3584584593772888,0.0
7144.png,0.0,0.3428201973438263,0.0
7156.png,0.0,0.34424540400505066,0.0
7168.png,0.0,0.45635443925857544,0.0
7181.png,0.0005497292731888592,0.4397205412387848,0.0
7193.png,-0.0017583203734830022,0.47559604048728943,0.0
7205.png,0.0023080497048795223,0.30832597613334656,0.0
7217.png,0.0,0.2755555808544159,0.0
7229.png,0.0,0.34034353494644165,0.0
7241.png,0.0,0.41512736678123474,0.0
7254.png,0.0005497292731888592,0.482665479183197,0.0
7266.png,0.0,0.4175383448600769,0.0
7278.png,0.0,0.3235204517841339,0.0
7290.png,-0.0023080497048795223,0.3500617742538452,0.0
7303.png,-0.0017583203734830022,0.47262999415397644,0.0
7315.png,0.0,0.4656020700931549,0.0
7327.png,0.0,0.38328030705451965,0.0
7339.png,0.0,0.38830000162124634,0.0
7352.png,0.0,0.3287798762321472,0.0
7364.png,0.0,0.3472285270690918,0.0
7376.png,0.0,0.20039308071136475,0.0
7388.png,0.0,0.4260111451148987,0.0
7401.png,0.0017583203734830022,0.5087130665779114,0.0
7413.png,0.0,0.40056008100509644,0.0
7425.png,0.0,0.35869428515434265,0.0
7438.png,-0.0023080497048795223,0.42512020468711853,0.0
7450.png,0.0,0.3586200177669525,0.0
7462.png,-0.0023080497048795223,0.24332106113433838,0.0
7475.png,0.0017583203734830022,0.37499353289604187,0.0
7487.png,0.0,0.5084733366966248,0.0
7499.png,0.0,0.3922901153564453,0.0
7511.png,0.0,0.3468901216983795,0.0
7524.png,0.0,0.3202081620693207,0.0
7536.png,0.0,0.3593139946460724,0.0
7548.png,0.0023080497048795223,0.49793189764022827,0.0
7561.png,0.0,0.4281279742717743,0.0
7573.png,0.0,0.4393421411514282,0.0
7585.png,0.0,0.33723047375679016,0.0
7597.png,0.0,0.4179185628890991,0.0
7609.png,0.0,0.4230829179286957,0.0
7621.png,0.0,0.3891923725605011,0.0
7633.png,0.0,0.44773682951927185,0.0
7645.png,0.002486640587449074,0.3847457468509674,0.0
7657.png,-0.0005497292731888592,0.40457579493522644,0.0
7670.png,-0.0023080497048795223,0.356210321187973,0.0
7682.png,-0.0005497292731888592,0.4010694622993469,0.0
7693.png,0.0,0.3790193200111389,0.0
7706.png,0.0007374508422799408,0.3095547556877136,0.0
7718.png,-0.0026466152630746365,0.3672929108142853,0.0
7730.png,-0.0020568985491991043,0.07084064185619354,0.0
7742.png,-0.0028744800947606564,0.3282850682735443,0.0
7755.png,-0.003668213961645961,0.2476283758878708,0.0
7767.png,-0.004335341043770313,0.43431556224823,0.0
7779.png,-0.0037231449969112873,0.14251308143138885,0.0
7791.png,-0.0021971073001623154,0.34360581636428833,0.0
7803.png,-6.593577563762665e-05,0.0,1.0
7816.png,0.001511018956080079,0.0,1.0
7828.png,-0.0007374508422799408,0.0,1.0
7840.png,-0.0007374508422799408,0.0,1.0
7853.png,0.0,0.0,1.0
7865.png,0.0005497292731888592,0.0,1.0
7877.png,-0.0017583203734830022,0.0,1.0
7890.png,0.003264075145125389,0.0,1.0
7902.png,0.00021857465617358685,0.0,1.0
7915.png,0.0007774345576763153,0.0,1.0
7927.png,0.0,0.0,1.0
7940.png,0.0009521591127850115,0.0,1.0
7952.png,0.0007774345576763153,0.0,1.0
7964.png,0.0007774345576763153,0.0,1.0
7977.png,0.0005497292731888592,0.0,1.0
7989.png,0.0005497292731888592,0.0,1.0
8001.png,0.0007774345576763153,0.0,1.0
8014.png,0.0007774345576763153,0.0,1.0
8026.png,0.0007774345576763153,0.0,1.0
8039.png,0.0007774345576763153,0.0,1.0
8051.png,0.0007774345576763153,0.0,1.0
8063.png,0.0007774345576763153,0.0,1.0
8076.png,0.0007774345576763153,0.0,1.0
8088.png,0.0007774345576763153,0.0,1.0
8101.png,0.0007774345576763153,0.0,1.0
8113.png,0.0007774345576763153,0.0,1.0
8125.png,0.0007774345576763153,0.0,1.0
8138.png,0.0007774345576763153,0.0,1.0
8150.png,0.0007774345576763153,0.0,1.0
8163.png,0.0007774345576763153,0.0,1.0
8175.png,0.0007774345576763153,0.0,1.0
8187.png,0.0007774345576763153,0.0,1.0
8200.png,0.0007774345576763153,0.0,1.0
8212.png,0.0007774345576763153,0.0,1.0
8225.png,0.0007774345576763153,0.0,1.0
8237.png,0.0007774345576763153,0.0,1.0
8249.png,0.0007774345576763153,0.0,1.0
8262.png,0.0007774345576763153,0.0,1.0
8274.png,0.0007774345576763153,0.0,1.0
8286.png,0.0007774345576763153,0.0,1.0
8299.png,0.0007774345576763153,0.0,1.0
8311.png,0.0007774345576763153,0.0,1.0
8324.png,0.0007774345576763153,0.0,1.0
8336.png,0.0007774345576763153,0.0,1.0
8348.png,0.0007774345576763153,0.0,1.0
8361.png,0.0007774345576763153,0.0,1.0
8373.png,0.0007774345576763153,0.0,1.0
8386.png,0.0007774345576763153,0.0,1.0
8398.png,0.0007774345576763153,0.0,1.0
8411.png,0.0007774345576763153,0.0,1.0
8423.png,0.0007774345576763153,0.0,1.0
8436.png,0.0007774345576763153,0.0,1.0
8448.png,0.0007774345576763153,0.0,1.0
8460.png,0.0007774345576763153,0.0,1.0
8473.png,0.0007774345576763153,0.0,1.0
8485.png,0.0007774345576763153,0.0,1.0
8498.png,0.0007774345576763153,0.0,1.0
8510.png,0.0007774345576763153,0.0,1.0
8523.png,0.0007774345576763153,0.0,1.0
8535.png,0.0007774345576763153,0.0,1.0
8547.png,0.0007774345576763153,0.0,1.0
8560.png,0.0007774345576763153,0.0,1.0
8572.png,0.0007774345576763153,0.0,1.0
8585.png,0.0007774345576763153,0.0,1.0
8597.png,0.0007774345576763153,0.0,1.0
8609.png,0.0007774345576763153,0.0,1.0
8622.png,0.0007774345576763153,0.0,1.0
8634.png,0.0007774345576763153,0.0,1.0
8647.png,0.0007774345576763153,0.0,1.0
8659.png,0.0007774345576763153,0.0,1.0
8671.png,0.0007774345576763153,0.0,1.0
8684.png,0.0007774345576763153,0.0,1.0
8696.png,0.0007774345576763153,0.0,1.0
8709.png,0.0007774345576763153,0.0,1.0
8721.png,0.0007774345576763153,0.0,1.0
8734.png,0.0007774345576763153,0.0,1.0
8746.png,0.0007774345576763153,0.0,1.0
8758.png,0.0007774345576763153,0.0,1.0
8771.png,0.0007774345576763153,0.0,1.0
8783.png,0.0007774345576763153,0.0,1.0
8796.png,0.0007774345576763153,0.0,1.0
8808.png,0.0007774345576763153,0.0,1.0
8820.png,0.0007774345576763153,0.0,1.0
8833.png,0.0007774345576763153,0.0,1.0
8845.png,0.0007774345576763153,0.0,1.0
8858.png,0.0007774345576763153,0.0,1.0
8870.png,0.0007774345576763153,0.0,1.0
8883.png,0.0007774345576763153,0.0,1.0
8895.png,0.0007774345576763153,0.0,1.0
8907.png,0.0007774345576763153,0.0,1.0
8920.png,0.0007774345576763153,0.0,1.0
8932.png,0.0007774345576763153,0.0,1.0
8945.png,0.0007774345576763153,0.0,1.0
8957.png,0.0007774345576763153,0.0,1.0
8970.png,0.0007774345576763153,0.0,1.0
8982.png,0.0007774345576763153,0.0,1.0
8994.png,0.0007774345576763153,0.0,1.0
9007.png,0.0007774345576763153,0.0,1.0
9019.png,0.0007774345576763153,0.0,1.0
9032.png,0.0007774345576763153,0.0,1.0
9044.png,0.0007774345576763153,0.0,1.0
9056.png,0.0007774345576763153,0.0,1.0
9069.png,0.0007774345576763153,0.0,1.0
9081.png,0.0007774345576763153,0.0,1.0
9094.png,0.0007774345576763153,0.8500000238418579,0.0
9106.png,0.0007774345576763153,0.8500000238418579,0.0
9119.png,0.0005497292731888592,0.8500000238418579,0.0
9131.png,0.001511018956080079,0.8500000238418579,0.0
9143.png,0.0,0.8500000238418579,0.0
9156.png,0.0023080497048795223,0.8500000238418579,0.0
9168.png,0.0,0.8500000238418579,0.0
9181.png,0.003264075145125389,0.8500000238418579,0.0
9193.png,0.0009521591127850115,0.8500000238418579,0.0
9206.png,0.001511018956080079,0.8500000238418579,0.0
9218.png,0.0007774345576763153,0.8500000238418579,0.0
9230.png,0.0023080497048795223,0.8500000238418579,0.0
9243.png,-0.0007374508422799408,0.8500000238418579,0.0
9255.png,-0.00017859082436189055,0.8500000238418579,0.0
9268.png,-0.002486640587449074,0.8500000238418579,0.0
9280.png,0.0005497292731888592,0.8500000238418579,0.0
9292.png,0.0064482721500098705,0.8500000238418579,0.0
